id,inclinacion_peligrosa
10263,1
10266,1
10270,1
10273,1
10275,1
10279,1
10285,1
10290,1
10295,1
10300,1
10304,1
10305,1
10306,1
10315,1
10317,1
10321,1
10323,1
10333,1
10335,1
10339,1
10340,1
10342,1
10354,1
10355,1
10358,1
10360,1
10363,0
10365,1
10368,1
10370,1
10376,1
10377,1
10384,1
10391,1
10392,1
10394,1
10395,0
10396,1
10397,0
10402,1
10406,0
10408,1
10409,1
10418,0
10423,0
10424,1
10426,1
10430,0
10432,1
10434,1
10439,1
10440,1
10441,1
10444,1
10447,1
10455,1
10456,1
10466,0
10467,1
10473,1
10477,1
10480,1
10483,1
10484,1
10487,1
10488,1
10489,1
10493,1
10497,1
10498,1
10513,1
10514,1
10521,1
10522,0
10523,1
10524,1
10528,1
10529,1
10532,1
10535,1
10538,1
10539,1
10547,1
10550,1
10552,1
10554,0
10555,1
10556,1
10559,0
10560,1
10564,1
10567,1
10568,1
10578,1
10579,1
10583,1
10584,0
10588,1
10593,1
10595,1
10599,1
10602,1
10604,1
10611,1
10612,1
10618,1
10619,1
10621,1
10628,1
10632,1
10638,1
10640,0
10647,1
10650,0
10651,1
10652,1
10657,1
10660,1
10664,1
10672,0
10684,1
10687,1
10688,1
10694,1
10700,0
10701,1
10708,1
10710,1
10715,1
10724,1
10727,0
10734,1
10735,1
10741,1
10743,1
10745,1
10755,1
10763,1
10769,1
10771,1
10781,0
10785,0
10786,0
10787,1
10791,1
10792,0
10805,1
10806,1
10809,1
10810,0
10811,1
10815,1
10816,1
10817,1
10820,1
10824,0
10837,0
10841,1
10847,0
10848,1
10849,0
10854,0
10855,0
10857,0
10858,0
10863,1
10868,1
10870,1
10877,0
10878,0
10881,1
10886,1
10887,1
10888,1
10889,1
10890,0
10891,1
10892,0
10893,1
10895,0
10900,1
10902,1
10904,0
10906,1
10913,0
10914,1
10926,1
10930,1
10938,1
10943,0
10945,0
10947,0
10948,1
10951,0
10954,1
10955,1
10957,1
10961,1
10964,1
10965,1
10966,1
10972,1
10973,1
10974,0
10977,1
10981,1
10987,0
10993,1
10996,1
10999,1
11001,1
11004,1
11006,0
11007,1
11008,1
11009,0
11018,0
11020,0
11022,1
11032,1
11040,1
11049,0
11056,0
11057,0
11059,1
11063,0
11072,0
11080,1
11083,1
11085,1
11091,1
11092,1
11095,1
11105,0
11106,1
11113,0
11118,1
11119,0
11124,0
11129,1
11130,1
11132,0
11139,1
11140,0
11141,0
11146,0
11148,0
11149,1
11156,1
11158,0
11159,0
11160,0
11168,1
11172,0
11174,1
11179,1
11180,0
11182,1
11183,1
11187,0
11196,1
11198,1
11201,1
11210,1
11211,1
11212,1
11216,1
11217,0
11223,0
11224,0
11226,1
11228,1
11233,1
11237,0
11242,0
11249,1
11250,1
11260,0
11261,0
11265,0
11270,1
11272,0
11277,0
11279,1
11281,1
11282,0
11283,0
11285,0
11287,1
11291,0
11293,1
11300,0
11301,0
11302,0
11306,0
11308,0
11315,1
11317,1
11321,1
11328,1
11329,1
11332,0
11337,0
11349,0
11350,0
11352,0
11354,0
11355,1
11357,0
11361,0
11362,1
11365,0
11367,1
11370,1
11371,0
11373,0
11375,0
11380,0
11389,0
11391,0
11392,0
11393,1
11394,1
11396,1
11397,0
11398,0
11409,0
11413,0
11417,1
11423,0
11425,0
11438,0
11447,0
11448,1
11452,1
11455,1
11458,1
11461,1
11472,1
11473,1
11476,0
11481,0
11486,1
11489,1
11492,1
11494,1
11498,1
11500,1
11501,1
11502,1
11506,1
11507,1
11510,1
11514,1
11516,1
11517,1
11521,1
11522,1
11530,1
11533,1
11534,1
11537,1
11538,1
11540,1
11541,1
11542,1
11548,1
11553,1
11554,1
11558,1
11565,1
11566,1
11576,1
11582,1
11586,1
11593,1
11595,1
11600,1
11601,1
11607,1
11609,1
11610,1
11611,1
11613,1
11615,1
11616,1
11617,1
11624,1
11631,1
11632,1
11633,1
11635,1
11638,1
11639,1
11641,1
11643,1
11644,1
11646,1
11648,1
11652,1
11654,1
11658,1
11659,1
11661,1
11663,1
11672,1
11674,1
11678,1
11680,1
11689,1
11694,1
11699,1
11700,1
11701,1
11705,1
11706,1
11708,1
11709,1
11712,1
11715,1
11716,1
11721,1
11725,1
11730,1
11735,1
11737,1
11740,1
11743,1
11746,1
11749,1
11752,1
11755,1
11756,1
11758,1
11759,1
11764,1
11765,1
11766,1
11768,1
11769,1
11770,1
11776,1
11782,1
11785,1
11786,1
11787,1
11791,1
11799,1
11802,1
11803,1
11806,1
11811,1
11818,1
11820,1
11825,1
11829,1
11832,1
11836,1
11838,1
11855,1
11857,1
11860,1
11862,1
11864,1
11867,1
11868,1
11871,1
11872,1
11875,1
11877,1
11881,1
11882,1
11883,1
11888,1
11895,1
11909,1
11910,1
11915,1
11919,1
11921,1
11927,1
11930,1
11933,1
11935,1
11945,1
11947,1
11952,1
11953,1
11962,1
11967,1
11971,1
11972,1
11974,1
11975,1
11981,1
11986,1
11999,1
12001,1
12010,1
12016,1
12018,1
12019,1
12027,1
12030,1
12033,1
12034,1
12035,1
12047,1
12050,1
12055,1
12065,1
12068,1
12072,1
12076,1
12080,1
12082,1
12083,1
12085,1
12086,1
12087,1
12092,1
12094,1
12096,1
12101,1
12103,1
12104,1
12106,1
12111,1
12113,1
12118,1
12120,1
12122,1
12127,1
12135,1
12137,1
12142,1
12143,1
12144,1
12148,1
12149,1
12150,1
12151,1
12152,1
12154,1
12155,1
12160,1
12162,1
12165,1
12166,1
12170,1
12175,1
12177,1
12180,1
12181,1
12183,1
12184,1
12186,1
12187,1
12188,1
12189,1
12197,1
12200,1
12202,1
12206,1
12209,1
12212,1
12214,1
12219,1
12228,1
12233,1
12234,1
12235,1
12239,1
12241,1
12256,1
12260,0
12264,0
12267,0
12276,1
12279,1
12285,1
12288,1
12291,1
12292,1
12294,1
12296,1
12304,1
12306,1
12308,1
12309,1
12313,1
12314,1
12315,1
12321,1
12323,1
12326,1
12327,1
12331,1
12333,1
12336,1
12338,1
12339,1
12348,1
12354,1
12358,1
12359,1
12363,1
12366,1
12368,1
12371,1
12373,1
12378,1
12381,1
12384,1
12394,1
12399,1
12401,1
12403,1
12404,1
12409,1
12411,1
12412,1
12416,1
12417,1
12419,1
12428,1
12432,1
12433,1
12435,1
12436,1
12437,1
12440,1
12441,1
12444,1
12452,1
12460,1
12468,1
12473,1
12475,1
12477,1
12478,1
12480,1
12487,1
12489,1
12494,1
12498,1
12499,1
12505,1
12506,1
12508,1
12510,1
12512,1
12515,1
12516,0
12518,0
12527,1
12531,0
12532,0
12534,1
12541,1
12542,1
12544,1
12546,1
12551,0
12552,1
12555,0
12556,1
12560,0
12561,0
12563,1
12564,0
12569,1
12572,1
12574,0
12576,0
12578,0
12580,0
12589,0
12591,1
12595,1
12597,1
12598,1
12600,1
12601,1
12605,1
12608,1
12612,1
12624,1
12627,1
12629,1
12630,1
12643,1
12644,1
12646,1
12649,1
12650,1
12654,1
12658,1
12659,1
12660,1
12661,1
12667,1
12668,1
12674,1
12677,1
12683,1
12687,1
12697,1
12719,1
12721,1
12722,1
12727,1
12728,1
12729,1
12730,1
12733,1
12735,1
12737,1
12738,1
12740,1
12743,1
12744,1
12745,1
12746,1
12748,1
12751,1
12759,1
12762,1
12764,1
12768,1
12774,1
12776,1
12777,1
12780,1
12782,1
12789,1
12793,1
12806,1
12807,1
12808,1
12811,1
12819,1
12826,1
12831,1
12836,1
12837,1
12839,1
12843,1
12846,1
12851,1
12854,1
12858,1
12859,1
12869,1
12873,1
12877,1
12883,1
12889,1
12894,1
12897,1
12900,1
12901,1
12910,1
12913,1
12914,1
12915,1
12917,1
12918,1
12920,1
12924,1
12935,1
12942,1
12946,0
12947,1
12955,1
12956,1
12961,1
12967,1
12978,0
12983,1
12998,0
12999,1
13009,1
13013,1
13017,0
13019,0
13022,1
13023,1
13024,1
13025,1
13031,1
13033,0
13035,0
13039,1
13041,1
13043,1
13047,0
13050,1
13060,1
13067,1
13073,1
13079,1
13085,1
13087,1
13090,1
13091,1
13096,1
13106,1
13110,1
13118,1
13122,1
13125,1
13126,1
13130,1
13141,1
13144,1
13147,1
13157,1
13161,1
13163,1
13165,1
13169,1
13172,1
13175,1
13177,1
13178,1
13181,1
13184,1
13188,1
13194,1
13200,1
13205,1
13210,1
13213,1
13216,1
13217,1
13218,1
13220,1
13221,1
13225,1
13226,1
13229,1
13230,1
13232,1
13234,1
13240,1
13248,1
13251,1
13265,1
13267,1
13272,1
13274,1
13275,1
13278,1
13285,1
13288,1
13292,1
13305,1
13310,1
13313,1
13322,1
13326,1
13329,1
13332,1
13336,1
13337,1
13340,1
13344,1
13355,1
13356,1
13359,1
13360,1
13361,1
13363,1
13364,1
13367,1
13374,1
13377,1
13379,1
13380,0
13383,1
13386,0
13387,1
13400,1
13404,1
13413,0
13417,0
13419,0
13420,1
13421,1
13427,1
13428,1
13430,1
13433,1
13439,1
13441,1
13452,1
13454,1
13456,1
13464,1
13472,1
13473,1
13476,1
13481,1
13482,1
13492,1
13501,1
13503,1
13504,1
13507,1
13509,1
13510,1
13512,1
13513,1
13516,1
13519,1
13521,1
13523,1
13525,1
13535,1
13536,1
13539,1
13541,1
13543,1
13544,1
13546,1
13547,1
13548,1
13554,1
13560,1
13566,1
13568,1
13570,1
13573,1
13576,1
13579,1
13580,1
13581,1
13589,1
13594,1
13598,1
13600,1
13603,1
13605,1
13607,1
13608,1
13609,1
13610,1
13614,1
13616,1
13618,1
13619,1
13620,1
13626,1
13628,1
13629,1
13630,1
13632,1
13634,1
13642,1
13647,1
13648,1
13649,1
13651,1
13655,1
13657,1
13661,1
13663,1
13667,1
13670,1
13673,1
13681,1
13685,1
13686,1
13687,1
13695,1
13697,1
13698,1
13699,1
13700,1
13701,1
13704,1
13708,1
13710,1
13711,1
13716,1
13722,1
13725,1
13733,1
13734,1
13738,1
13741,1
13743,1
13745,1
13748,1
13750,1
13756,1
13758,1
13761,1
13763,1
13764,1
13766,1
13767,1
13769,1
13777,1
13780,1
13787,1
13789,1
13791,1
13793,1
13799,1
13805,1
13806,1
13810,1
13813,1
13817,1
13822,1
13824,1
13826,1
13831,1
13834,1
13837,1
13838,1
13839,1
13849,1
13853,1
13856,1
13857,1
13858,1
13867,1
13868,1
13872,1
13874,1
13883,1
13884,1
13890,1
13892,1
13894,1
13898,1
13907,1
13910,1
13911,1
13914,1
13917,1
13919,1
13923,1
13932,1
13934,1
13935,1
13937,1
13938,1
13939,1
13940,1
13941,1
13942,1
13943,1
13945,1
13948,1
13949,1
13952,1
13953,1
13954,1
13957,1
13958,1
13960,1
13966,1
13968,1
13972,1
13974,1
13978,1
13983,1
13987,1
13990,1
13991,1
13992,1
13996,1
13997,1
13999,1
14004,1
14009,1
14010,1
14013,1
14014,1
14021,1
14026,1
14027,1
14029,1
14030,1
14031,1
14034,1
14036,1
14047,1
14051,1
14053,1
14054,1
14055,1
14057,1
14059,1
14061,1
14065,1
14073,1
14074,1
14079,1
14080,1
14081,1
14085,1
14086,1
14090,1
14093,1
14094,1
14098,1
14103,1
14111,1
14112,1
14117,1
14120,1
14121,1
14124,1
14125,1
14128,1
14134,1
14141,1
14143,1
14144,1
14147,1
14149,1
14155,1
14167,1
14168,1
14171,1
14175,1
14178,1
14179,1
14180,1
14184,1
14185,1
14187,1
14188,1
14189,1
14191,1
14195,1
14196,1
14201,1
14202,1
14207,1
14210,1
14213,1
14216,1
14219,1
14224,1
14233,1
14235,1
14236,1
14245,1
14251,1
14253,1
14261,1
14265,1
14269,1
14272,1
14273,1
14277,1
14279,1
14281,1
14289,1
14290,1
14293,1
14295,1
14301,1
14306,1
14310,1
14318,1
14321,1
14322,1
14329,1
14332,1
14342,1
14344,1
14354,1
14355,1
14356,1
14358,1
14360,1
14369,1
14371,1
14372,1
14379,1
14384,1
14385,1
14394,1
14401,1
14405,1
14409,1
14413,1
14418,1
14425,1
14427,1
14437,1
14439,1
14440,1
14441,1
14443,1
14446,1
14447,1
14456,1
14460,1
14465,1
14466,1
14469,1
14470,1
14472,1
14475,1
14477,1
14480,1
14485,1
14486,1
14487,1
14488,1
14492,1
14493,1
14495,1
14503,1
14505,1
14508,1
14511,1
14512,1
14521,1
14524,1
14529,1
14532,1
14533,1
14536,1
14539,1
14545,1
14550,1
14553,1
14561,1
14562,1
14567,1
14573,1
14574,1
14577,1
14578,1
14579,1
14582,1
14584,1
14586,1
14587,1
14588,1
14591,1
14600,1
14605,1
14606,1
14614,1
14617,1
14618,1
14619,1
14623,1
14625,1
14627,1
14630,1
14640,1
14641,1
14647,1
14648,1
14651,1
14656,1
14658,1
14675,1
14680,1
14681,1
14684,1
14685,1
14686,1
14687,1
14691,1
14692,1
14693,1
14696,1
14706,1
14712,1
14713,1
14719,1
14723,1
14741,1
14743,1
14744,1
14746,1
14748,1
14752,1
14754,1
14755,1
14759,1
14761,1
14764,1
14765,1
14772,1
14775,1
14776,1
14779,1
14780,1
14785,1
14788,1
14790,1
14791,1
14794,1
14800,1
14801,1
14803,1
14813,1
14818,1
14822,1
14823,1
14835,1
14836,1
14839,1
14851,1
14854,1
14859,1
14861,1
14864,1
14865,1
14866,0
14870,1
14871,1
14874,1
14877,0
14880,0
14882,1
14883,1
14889,0
14892,1
14894,1
14896,1
14898,1
14902,0
14905,0
14908,0
14912,0
14916,1
14921,1
14922,1
14924,1
14930,0
14934,0
14936,1
14938,1
14941,1
14942,1
14943,1
14944,1
14945,1
14950,1
14951,1
14964,1
14966,1
14972,1
14973,1
14974,1
14981,1
14982,1
14984,1
14985,1
14986,1
14998,1
15001,1
15005,1
15011,1
15021,1
15026,1
15028,1
15029,1
15033,1
15035,1
15040,1
15043,1
15044,1
15047,1
15051,1
15052,1
15059,1
15061,1
15072,1
15077,1
15079,1
15085,1
15087,1
15090,1
15100,1
15103,1
15105,1
15114,1
15122,1
15123,1
15125,1
15126,1
15128,1
15130,1
15134,1
15135,1
15139,1
15140,1
15142,1
15143,1
15145,1
15150,1
15154,1
15155,1
15158,1
15160,1
15164,1
15173,1
15182,1
15187,1
15196,1
15199,1
15208,1
15211,1
15212,1
15215,1
15220,1
15225,1
15226,1
15228,1
15231,1
15234,1
15245,1
15247,1
15251,1
15260,1
15265,1
15267,1
15275,1
15278,1
15283,1
15285,1
15286,1
15287,1
15297,1
15298,1
15300,1
15302,1
15304,1
15306,1
15309,1
15310,1
15312,1
15316,1
15318,1
15322,1
15327,1
15330,1
15333,1
15335,1
15340,1
15345,1
15352,1
15361,1
15365,1
15369,1
15372,1
15373,1
15374,1
15379,1
15383,1
15384,1
15388,1
15389,1
15392,1
15405,1
15406,1
15409,1
15415,1
15417,1
15418,1
15419,1
15421,1
15425,1
15431,1
15433,1
15438,1
15442,1
15447,1
15451,1
15455,1
15456,1
15465,1
15466,1
15476,1
15485,1
15486,1
15493,1
15500,1
15503,1
15511,1
15512,1
15518,1
15524,1
15538,1
15541,1
15548,1
15549,1
15556,1
15562,1
15567,1
15573,1
15584,1
15588,1
15590,1
15592,1
15612,1
15613,1
15616,1
15626,1
15628,1
15635,1
15637,1
15641,1
15656,1
15657,1
15658,1
15660,1
15665,1
15677,1
15679,1
15682,1
15696,1
15712,1
15714,1
15718,1
15725,0
15726,0
15729,0
15735,1
15738,0
15739,1
15742,1
15745,1
15748,1
15751,0
15756,0
15757,0
15763,0
15764,1
15768,1
15769,1
15772,0
15779,0
15782,0
15784,0
15786,1
15790,0
15791,0
15792,1
15794,1
15795,1
15807,1
15811,1
15814,1
15817,1
15821,1
15822,1
15824,1
15846,1
15854,1
15855,1
15856,1
15860,1
15863,1
15873,1
15874,0
15887,1
15895,1
15898,1
15899,1
15901,0
15903,1
15907,1
15909,0
15911,1
15912,0
15917,1
15920,0
15922,1
15930,0
15931,0
15933,1
15934,1
15938,1
15939,1
15940,1
15942,1
15944,1
15945,1
15949,1
15955,1
15957,1
15960,1
15964,0
15969,0
15974,0
15975,0
15985,1
15994,1
15996,0
15998,1
16003,0
16010,0
16012,1
16018,0
16020,0
16028,0
16031,1
16032,1
16033,1
16043,1
16060,0
16061,0
16063,0
16064,0
16066,0
16067,0
16068,0
16072,0
16084,0
16085,0
16089,0
16092,0
16093,0
16095,0
16096,0
16097,0
16098,1
16099,1
16102,1
16107,1
16110,1
16113,0
16125,0
16130,0
16132,0
16133,1
16135,0
16137,1
16139,0
16142,0
16147,1
16150,1
16151,1
16152,0
16154,0
16155,0
16156,0
16158,0
16161,0
16165,1
16168,0
16170,0
16172,0
16175,0
16176,0
16179,1
16181,1
16185,0
16187,0
16189,0
16197,1
16199,1
16205,1
16207,0
16210,0
16214,1
16215,1
16219,1
16220,0
16227,0
16229,1
16231,1
16235,0
16236,0
16237,1
16239,1
16243,0
16245,0
16247,0
16248,1
16259,0
16266,0
16269,0
16272,0
16275,0
16278,1
16281,1
16282,1
16283,1
16286,1
16288,1
16292,0
16294,0
16300,1
16303,0
16306,0
16309,0
16312,1
16316,1
16320,1
16327,0
16329,0
16331,0
16335,0
16338,0
16347,0
16348,0
16353,1
16355,1
16361,0
16365,0
16367,0
16369,0
16372,1
16376,1
16382,1
16383,1
16387,1
16390,1
16393,1
16394,1
16411,0
16413,0
16414,0
16420,0
16421,0
16445,0
16449,0
16451,1
16452,1
16453,0
16454,0
16456,1
16459,1
16464,1
16471,1
16477,1
16480,1
16490,0
16494,0
16496,0
16497,1
16500,0
16503,0
16504,1
16508,0
16513,0
16517,1
16519,0
16521,0
16522,1
16524,0
16528,1
16530,1
16534,1
16536,1
16549,1
16550,1
16552,0
16554,0
16563,1
16564,0
16570,1
16575,0
16579,1
16580,0
16583,0
16586,1
16594,0
16595,0
16596,0
16597,0
16609,1
16611,0
16615,1
16619,1
16625,1
16628,1
16630,1
16633,1
16640,1
16641,1
16644,1
16646,1
16652,1
16654,1
16655,1
16658,1
16661,1
16662,0
16665,0
16670,1
16672,0
16673,0
16676,1
16677,1
16679,1
16684,0
16685,1
16691,1
16699,1
16705,1
16713,0
16722,1
16726,1
16727,1
16729,1
16730,1
16731,1
16732,0
16733,1
16736,0
16737,0
16739,0
16742,0
16744,1
16745,0
16753,0
16756,0
16781,1
16782,1
16788,1
16789,1
16791,0
16792,1
16799,1
16801,1
16803,1
16810,1
16812,1
16814,1
16815,1
16816,1
16819,0
16823,1
16824,0
16825,1
16834,1
16838,1
16839,1
16842,1
16845,1
16846,1
16851,0
16852,0
16859,1
16863,1
16864,1
16869,1
16871,1
16877,1
16883,1
16897,1
16900,0
16901,1
16905,1
16907,0
16910,1
16912,1
16924,1
16925,1
16926,1
16927,1
16930,1
16941,1
16942,1
16957,0
16958,1
16959,1
16964,1
16970,1
16971,1
16972,1
16973,1
16978,1
16979,1
16980,1
16984,1
16985,0
16987,1
16988,0
16992,1
17006,1
17008,1
17013,0
17016,0
17017,1
17020,1
17021,1
17022,1
17027,1
17028,1
17033,0
17035,0
17040,0
17043,1
17044,1
17048,1
17051,1
17056,1
17062,0
17068,0
17073,0
17076,1
17080,0
17081,0
17082,0
17083,0
17086,0
17087,0
17090,0
17092,0
17093,1
17095,0
17099,0
17100,0
17103,0
17105,0
17106,0
17107,0
17109,0
17112,0
17115,0
17116,0
17117,0
17119,1
17120,0
17123,0
17134,0
17136,1
17138,0
17139,0
17141,0
17143,0
17145,0
17148,0
17149,0
17153,0
17160,1
17161,1
17164,1
17167,1
17169,0
17171,1
17183,0
17196,1
17200,1
17201,0
17202,0
17205,0
17206,0
17210,0
17211,0
17219,0
17226,0
17228,1
17232,1
17235,0
17236,0
17237,0
17239,0
17241,1
17243,1
17244,0
17248,1
17252,0
17253,0
17256,0
17257,0
17262,1
17265,1
17268,1
17270,1
17274,0
17279,1
17281,1
17287,1
17288,1
17289,1
17291,1
17296,1
17298,1
17300,0
17302,0
17311,0
17312,0
17315,0
17317,0
17319,0
17321,0
17323,0
17325,0
17327,0
17329,0
17337,0
17343,0
17349,0
17353,0
17355,0
17360,1
17365,1
17367,0
17368,0
17370,0
17371,1
17374,1
17378,0
17386,1
17391,0
17411,0
17412,0
17413,0
17415,1
17418,0
17423,1
17426,0
17432,0
17440,0
17442,0
17453,0
17455,0
17459,1
17463,1
17470,1
17471,1
17475,1
17476,1
17478,1
17479,1
17482,1
17483,0
17493,1
17494,1
17496,1
17499,0
17501,0
17504,0
17508,1
17509,1
17513,0
17514,0
17518,1
17519,1
17521,0
17532,0
17536,1
17549,1
17551,1
17554,0
17555,0
17558,0
17560,1
17561,0
17564,0
17567,1
17572,1
17573,1
17575,1
17588,1
17589,0
17590,0
17599,0
17600,0
17604,0
17607,0
17609,1
17614,1
17618,0
17619,0
17630,1
17642,0
17644,1
17646,0
17647,0
17648,0
17649,0
17653,0
17655,0
17658,0
17661,1
17666,1
17668,1
17670,1
17671,1
17672,0
17673,1
17679,0
17680,0
17685,0
17687,0
17689,0
17690,1
17694,0
17699,1
17700,0
17705,0
17710,1
17711,1
17716,1
17735,1
17737,1
17738,1
17739,1
17741,1
17745,1
17747,0
17755,1
17756,1
17758,1
17761,1
17763,1
17776,1
17777,1
17779,1
17783,1
17784,1
17788,1
17793,1
17796,1
17805,1
17807,1
17811,0
17812,0
17815,1
17817,0
17820,0
17821,0
17825,1
17826,1
17832,1
17833,1
17835,1
17840,1
17845,1
17846,1
17858,1
17865,1
17873,0
17876,1
17877,0
17878,0
17879,1
17885,0
17889,0
17890,1
17892,0
17899,1
17901,0
17902,1
17905,1
17906,0
17912,1
17914,1
17922,0
17931,0
17932,0
17933,0
17938,1
17940,0
17946,1
17947,1
17948,0
17955,0
17956,0
17957,1
17964,1
17965,0
17972,1
17984,1
17985,1
17986,1
17988,1
17998,0
18000,1
18004,1
18006,0
18012,0
18014,0
18018,1
18020,0
18022,0
18023,0
18024,0
18025,1
18028,0
18030,0
18035,1
18038,1
18042,0
18044,1
18047,1
18049,1
18052,1
18057,1
18066,0
18071,1
18073,0
18075,0
18080,0
18081,1
18086,0
18090,0
18091,0
18099,0
18102,0
18105,0
18110,0
18113,0
18120,1
18122,0
18123,0
18127,1
18128,0
18133,1
18139,0
18140,1
18142,0
18145,0
18146,1
18151,1
18154,1
18156,1
18157,1
18158,1
18160,0
18167,1
18169,1
18170,1
18175,1
18177,1
18178,1
18181,0
18183,1
18193,1
18195,1
18202,0
18204,0
18205,0
18206,0
18216,1
18220,1
18223,1
18225,0
18228,1
18230,1
18232,1
18233,0
18246,1
18255,0
18256,1
18261,1
18263,1
18264,1
18273,0
18274,0
18277,0
18281,1
18282,1
18287,1
18288,1
18295,1
18304,0
18305,0
18306,1
18310,0
18311,0
18312,0
18315,1
18316,1
18318,1
18325,1
18333,1
18335,1
18339,1
18343,1
18348,1
18349,1
18362,1
18370,1
18376,1
18377,1
18394,0
18398,0
18399,1
18403,0
18405,1
18409,1
18412,1
18414,0
18415,0
18422,0
18427,0
18428,1
18429,1
18434,0
18435,1
18439,0
18442,1
18445,1
18446,1
18450,0
18457,1
18459,1
18460,1
18462,1
18464,1
18467,0
18481,1
18484,1
18485,1
18487,0
18488,1
18489,1
18491,1
18492,1
18494,1
18496,0
18497,0
18499,0
18500,0
18503,1
18506,1
18507,0
18514,1
18515,1
18516,1
18519,1
18521,1
18523,1
18525,1
18527,1
18530,1
18541,0
18543,1
18544,0
18545,0
18546,0
18547,0
18551,1
18556,1
18558,1
18559,0
18564,0
18566,0
18567,0
18571,0
18572,0
18587,1
18588,0
18590,0
18591,1
18592,1
18594,0
18595,1
18596,0
18606,0
18608,0
18609,0
18616,0
18626,1
18628,1
18629,0
18630,0
18639,0
18640,0
18641,1
18642,0
18643,1
18644,1
18649,1
18653,1
18659,1
18664,0
18665,0
18667,0
18681,0
18685,0
18687,0
18688,0
18696,1
18697,0
18699,1
18700,0
18706,0
18707,0
18710,1
18713,1
18715,0
18725,0
18730,1
18735,1
18737,1
18739,0
18751,0
18753,0
18761,1
18762,0
18764,0
18768,1
18770,0
18777,1
18782,0
18785,0
18789,0
18790,0
18803,0
18809,0
18812,0
18815,0
18817,0
18819,0
18827,1
18828,0
18829,0
18830,1
18831,0
18832,0
18833,0
18841,1
18843,1
18845,1
18847,0
18855,0
18858,0
18859,1
18862,1
18867,0
18873,0
18876,0
18878,0
18883,0
18885,0
18889,1
18891,1
18892,0
18893,0
18895,0
18908,0
18909,0
18910,0
18914,0
18916,1
18917,1
18918,0
18919,1
18921,1
18923,1
18926,0
18928,1
18931,0
18939,0
18940,1
18944,0
18948,0
18951,0
18954,0
18957,0
18958,0
18959,0
18961,0
18972,0
18973,1
18979,0
18987,0
18991,1
18993,0
18997,0
19002,0
19008,0
19013,1
19019,1
19023,0
19029,0
19044,1
19051,1
19053,1
19060,0
19062,0
19068,0
19071,0
19073,0
19082,1
19090,1
19091,1
19095,0
19096,1
19098,1
19099,1
19102,0
19103,0
19104,0
19110,0
19121,0
19123,0
19133,0
19135,0
19137,0
19138,0
19140,0
19143,0
19146,0
19149,0
19150,1
19152,1
19155,0
19160,0
19161,0
19163,0
19164,0
19166,0
19167,0
19168,0
19178,1
19182,0
19184,0
19195,0
19196,0
19198,0
19204,1
19205,1
19207,1
19208,0
19218,0
19219,0
19235,0
19236,0
19238,1
19239,1
19248,1
19250,1
19251,0
19257,1
19263,0
19267,0
19270,0
19271,0
19287,0
19291,0
19293,0
19294,0
19295,1
19299,1
19306,0
19308,1
19318,1
19324,0
19331,1
19335,1
19336,0
19343,0
19346,1
19350,0
19353,0
19354,0
19355,0
19357,1
19358,0
19359,0
19365,0
19368,1
19369,1
19370,1
19373,1
19383,1
19389,0
19395,0
19396,0
19397,0
19401,1
19406,0
19407,1
19409,1
19410,1
19411,1
19412,1
19415,0
19420,1
19428,1
19429,1
19433,1
19439,1
19440,0
19443,0
19448,1
19451,1
19452,0
19453,0
19465,1
19466,1
19473,0
19475,0
19479,0
19480,1
19481,0
19491,0
19495,0
19497,0
19498,1
19499,0
19504,0
19507,1
19508,0
19512,0
19513,0
19516,0
19517,0
19525,0
19527,0
19532,1
19534,0
19538,0
19540,1
19543,0
19546,1
19551,0
19554,0
19557,0
19560,0
19565,1
19566,0
19568,0
19569,1
19574,0
19579,0
19580,0
19584,0
19594,1
19602,0
19614,0
19616,0
19622,0
19623,0
19624,0
19625,1
19626,0
19627,1
19628,1
19630,1
19631,0
19632,0
19634,1
19638,0
19639,0
19641,1
19644,0
19649,0
19651,0
19652,0
19661,0
19665,1
19673,1
19675,0
19678,0
19682,0
19685,1
19689,0
19691,1
19692,1
19701,1
19704,0
19706,1
19709,1
19714,1
19718,1
19722,0
19724,1
19726,0
19727,0
19728,0
19729,0
19730,0
19733,0
19734,0
19735,1
19742,1
19744,0
19753,0
19758,0
19763,0
19764,0
19769,0
19770,0
19775,0
19776,0
19778,1
19780,0
19785,0
19789,1
19795,1
19796,1
19800,0
19804,0
19820,1
19821,1
19823,1
19825,0
19828,0
19829,0
19837,1
19841,1
19850,1
19851,1
19853,0
19856,0
19859,0
19861,0
19863,0
19865,1
19880,1
19884,1
19885,1
19886,1
19887,1
19889,1
19891,0
19892,1
19893,1
19896,0
19901,0
19904,1
19905,0
19915,0
19917,0
19919,0
19922,0
19924,0
19926,0
19930,0
19933,0
19935,0
19937,1
19941,1
19952,0
19953,0
19955,0
19962,1
19968,0
19978,1
19987,0
19989,0
19991,0
19992,0
19994,0
19995,0
19998,0
20001,1
20002,0
20007,1
20010,1
20016,1
20020,0
20026,1
20031,0
20035,0
20037,0
20038,0
20043,1
20046,1
20047,1
20049,1
20050,1
20052,1
20062,1
20070,0
20072,1
20079,0
20084,0
20087,0
20092,1
20093,1
20096,1
20099,1
20110,1
20112,1
20114,1
20121,0
20126,0
20132,1
20136,0
20139,0
20143,0
20146,1
20149,1
20152,1
20156,0
20158,0
20163,1
20166,0
20170,0
20172,1
20180,0
